No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude,Y house price of unit area
84,2012725.0,39.0,8859906.0,5,2493282.0,12151967.0,88.03
85,2012952.0,41.0,8101972.0,9,2492091.0,12152723.0,26.72
86,2012965.0,20.0,8018328.0,10,2490847.0,12150799.0,47.3
87,2013335.0,27.0,7215758.0,6,2494667.0,12153456.0,77.64
88,2013251.0,7.0,8343513.0,6,2494821.0,12150838.0,15.37
89,2013480.0,43.0,8681699.0,10,2498409.0,12151552.0,47.33
90,2013100.0,10.0,7778189.0,5,2492212.0,12152517.0,66.37
91,2012777.0,41.0,8586596.0,3,2493810.0,12153982.0,117.09
92,2013320.0,28.0,8972939.0,10,2498084.0,12153697.0,59.75
93,2013364.0,27.0,7416826.0,8,2498236.0,12153228.0,97.28
94,2013181.0,22.0,8070526.0,5,2493846.0,12150779.0,55.08
95,2013373.0,10.0,7587371.0,3,2494591.0,12152735.0,95.12
96,2013119.0,8.0,8621868.0,2,2493033.0,12150437.0,73.04
97,2013146.0,10.0,8181528.0,3,2499326.0,12151887.0,105.04
98,2013059.0,8.0,8298106.0,2,2491186.0,12152068.0,52.76
99,2012690.0,34.0,8632218.0,1,2499337.0,12150199.0,74.01
100,2012766.0,15.0,7810000.0,4,2496839.0,12151370.0,76.84
101,2012696.0,3.0,8871914.0,1,2495316.0,12154778.0,53.47
102,2013250.0,42.0,8090367.0,5,2490327.0,12154768.0,23.46
103,2012955.0,39.0,7323113.0,2,2494756.0,12151762.0,17.88
104,2013133.0,41.0,8423535.0,5,2494077.0,12150216.0,9.43
105,2013498.0,44.0,8622700.0,10,2491612.0,12150895.0,103.6
106,2012895.0,8.0,7647970.0,9,2496564.0,12151961.0,33.59
107,2013043.0,17.0,8753451.0,8,2499712.0,12154739.0,30.84
108,2013359.0,33.0,8853612.0,0,2495622.0,12150706.0,88.49
109,2012877.0,30.0,7566437.0,5,2497148.0,12153818.0,42.77
110,2012738.0,7.0,9011897.0,8,2490685.0,12150543.0,63.21
111,2012932.0,36.0,7287840.0,10,2494177.0,12154906.0,25.46
112,2012815.0,10.0,7413244.0,3,2491164.0,12151908.0,113.08
113,2013519.0,10.0,7376851.0,10,2496128.0,12153876.0,101.19
114,2013407.0,24.0,8828751.0,1,2499385.0,12151713.0,102.53
115,2013247.0,26.0,8338425.0,3,2496618.0,12153138.0,52.3
116,2013465.0,25.0,7311145.0,0,2490768.0,12150960.0,91.38
117,2013403.0,4.0,7900728.0,2,2493547.0,12150730.0,23.41
118,2012838.0,38.0,8258657.0,9,2495507.0,12154690.0,8.55
119,2013485.0,12.0,7170735.0,8,2494032.0,12154588.0,9.8
120,2013161.0,6.0,8805076.0,9,2498336.0,12154437.0,72.07
121,2013407.0,39.0,8643856.0,4,2498147.0,12153127.0,57.65
122,2013488.0,42.0,8033454.0,10,2496118.0,12154041.0,64.53
123,2012958.0,38.0,8978360.0,5,2493735.0,12150345.0,8.42
124,2012768.0,35.0,7854574.0,2,2492553.0,12151674.0,54.05
125,2012876.0,29.0,9013102.0,4,2491059.0,12151569.0,86.52
126,2013058.0,24.0,8366301.0,10,2493549.0,12153178.0,56.25
127,2013416.0,4.0,8298287.0,7,2494132.0,12151780.0,88.07
128,2013455.0,18.0,7339478.0,5,2496758.0,12150743.0,33.21
129,2012673.0,16.0,8804077.0,3,2496582.0,12152982.0,96.96
130,2013135.0,11.0,7874475.0,1,2490701.0,12154072.0,72.27
131,2013049.0,32.0,7331866.0,8,2493953.0,12151911.0,30.76
132,2012870.0,22.0,7025790.0,0,2491818.0,12150661.0,33.62
133,2012777.0,4.0,8145040.0,0,2491568.0,12150983.0,76.62
134,2012976.0,10.0,8078852.0,3,2498273.0,12151187.0,98.81
135,2013531.0,30.0,8471514.0,6,2490419.0,12151499.0,53.28
136,2012963.0,3.0,8821117.0,0,2494192.0,12153214.0,35.99
137,2013142.0,37.0,7162435.0,8,2491682.0,12153005.0,102.88
138,2013311.0,22.0,8496354.0,3,2498793.0,12153480.0,81.15
139,2013000.0,21.0,7383371.0,2,2495570.0,12151813.0,56.84
140,2013557.0,26.0,8755492.0,0,2492314.0,12154120.0,61.22
141,2013549.0,36.0,8675481.0,9,2495024.0,12151020.0,30.05
142,2012898.0,15.0,8106251.0,3,2497315.0,12152345.0,76.49
143,2013122.0,30.0,8452877.0,8,2499581.0,12154005.0,47.03
144,2012943.0,25.0,7643036.0,9,2492204.0,12150901.0,117.02
145,2012928.0,12.0,7963824.0,5,2498862.0,12150549.0,60.37
146,2012701.0,38.0,8680745.0,5,2499343.0,12154418.0,61.0
147,2013225.0,35.0,7939476.0,0,2499164.0,12151715.0,69.79
148,2013127.0,29.0,7731914.0,9,2496354.0,12153419.0,108.35
149,2012714.0,37.0,8010964.0,1,2496298.0,12150127.0,95.61
150,2012922.0,38.0,8694272.0,10,2494032.0,12153450.0,57.18
151,2013499.0,31.0,7685704.0,5,2497524.0,12151581.0,86.59
152,2012886.0,37.0,7355448.0,1,2495313.0,12150279.0,72.03
153,2012800.0,31.0,8456500.0,2,2496774.0,12153049.0,61.71
154,2013115.0,30.0,8689626.0,3,2494285.0,12151204.0,28.74
155,2013570.0,27.0,7205865.0,10,2497315.0,12151934.0,58.59
156,2012889.0,33.0,7490688.0,4,2498245.0,12150403.0,34.62
157,2013283.0,7.0,7290419.0,8,2491464.0,12150736.0,108.14
158,2013365.0,39.0,7711751.0,3,2498329.0,12151490.0,44.46
159,2012885.0,38.0,7921241.0,10,2495403.0,12150449.0,112.25
160,2013334.0,1.0,8531804.0,8,2498447.0,12154554.0,66.18
161,2013004.0,36.0,8331991.0,10,2494313.0,12150030.0,77.01
162,2013246.0,6.0,8270175.0,9,2493790.0,12152419.0,67.27
163,2013247.0,15.0,7720820.0,2,2499151.0,12150616.0,21.82
164,2013158.0,33.0,8721270.0,7,2492512.0,12151538.0,48.9
165,2012750.0,7.0,7964068.0,0,2498442.0,12154630.0,18.5
166,2013432.0,36.0,9002863.0,10,2494840.0,12150808.0,76.06
167,2012961.0,36.0,8297205.0,8,2495141.0,12154829.0,56.71
168,2012838.0,22.0,7258288.0,8,2493085.0,12151029.0,93.1
169,2012704.0,0.0,8383193.0,9,2495730.0,12153708.0,31.83
170,2013208.0,13.0,7665035.0,1,2493252.0,12152733.0,25.69
171,2013288.0,27.0,8403955.0,3,2490393.0,12154422.0,52.26
172,2012682.0,43.0,7142458.0,7,2492720.0,12152770.0,109.43
173,2013136.0,28.0,7357739.0,6,2490064.0,12152673.0,85.68
174,2012874.0,11.0,8750501.0,0,2499784.0,12150977.0,53.64
175,2013258.0,28.0,7464720.0,4,2499657.0,12150831.0,64.45
176,2012827.0,24.0,8712256.0,6,2493952.0,12154582.0,16.86
177,2013300.0,34.0,7571289.0,3,2497284.0,12151639.0,115.8
178,2013021.0,5.0,8315083.0,0,2493458.0,12151860.0,80.84
179,2013525.0,33.0,8419959.0,8,2496711.0,12153799.0,38.97
180,2012793.0,24.0,8048690.0,4,2498054.0,12151694.0,71.98
181,2012979.0,42.0,7624545.0,10,2499468.0,12154760.0,19.63
182,2012771.0,15.0,7434987.0,1,2494002.0,12153690.0,113.75
183,2013514.0,28.0,7067892.0,7,2497833.0,12152987.0,26.81
184,2013471.0,41.0,7621755.0,10,2492659.0,12154404.0,78.82
185,2012903.0,4.0,8336114.0,1,2499903.0,12150248.0,34.58
186,2013272.0,41.0,8919402.0,2,2490258.0,12151285.0,86.46
187,2013416.0,30.0,8782141.0,9,2496035.0,12152325.0,92.97
188,2013176.0,3.0,8567067.0,0,2496595.0,12151135.0,81.61
189,2013152.0,13.0,8612853.0,10,2496880.0,12153720.0,75.13
190,2012889.0,31.0,8360297.0,1,2491204.0,12154596.0,105.68
191,2012752.0,3.0,7532444.0,6,2499385.0,12152119.0,16.24
192,2013489.0,25.0,8855764.0,9,2491812.0,12151711.0,43.97
193,2013492.0,15.0,8372054.0,1,2496228.0,12154808.0,34.89
194,2013247.0,27.0,8146441.0,5,2492227.0,12152224.0,116.18
195,2012978.0,2.0,7227041.0,2,2493072.0,12152445.0,50.39
196,2012987.0,38.0,7914500.0,3,2495465.0,12151758.0,88.11
197,2013332.0,43.0,7941712.0,10,2494172.0,12154548.0,82.85
198,2013489.0,42.0,8768557.0,7,2491602.0,12152845.0,30.91
199,2013480.0,33.0,8118227.0,2,2491709.0,12153811.0,33.87
200,2013381.0,6.0,7778150.0,9,2494181.0,12154059.0,38.51
201,2013255.0,33.0,8998149.0,5,2497573.0,12151709.0,52.78
202,2012744.0,1.0,7226491.0,0,2498980.0,12152168.0,33.35
203,2012815.0,1.0,7864368.0,6,2490841.0,12154242.0,9.76
204,2013490.0,14.0,7085966.0,7,2493931.0,12151816.0,104.25
205,2013222.0,21.0,8513552.0,10,2491002.0,12153970.0,113.72
206,2012675.0,34.0,8878023.0,7,2490166.0,12154705.0,45.14
207,2012760.0,30.0,7572846.0,2,2496617.0,12153116.0,44.8
208,2013275.0,20.0,8755829.0,9,2496024.0,12153708.0,8.38
209,2012672.0,12.0,7597763.0,0,2491630.0,12154025.0,82.36
210,2012814.0,44.0,8863077.0,8,2492338.0,12154225.0,98.32
211,2013170.0,19.0,8542309.0,5,2490237.0,12151975.0,23.71
212,2013301.0,20.0,8646522.0,10,2498349.0,12150256.0,25.15
213,2013264.0,7.0,7036834.0,8,2499747.0,12152009.0,94.43
214,2012872.0,35.0,8969531.0,6,2491355.0,12153369.0,75.33
215,2013319.0,30.0,8486483.0,0,2492315.0,12152252.0,12.53
216,2012884.0,10.0,7623401.0,0,2498684.0,12153745.0,76.02
217,2012965.0,4.0,8696615.0,5,2499265.0,12151785.0,41.55
218,2013351.0,30.0,7575881.0,4,2494196.0,12153174.0,48.12
219,2013262.0,29.0,8785310.0,8,2490506.0,12150932.0,92.19
220,2013445.0,12.0,7230295.0,1,2490394.0,12153747.0,96.72
221,2013269.0,42.0,8439464.0,7,2495739.0,12152728.0,51.6
222,2013188.0,7.0,8106056.0,10,2493929.0,12151020.0,111.69
223,2012753.0,19.0,7197471.0,4,2490287.0,12151460.0,52.27
224,2013004.0,41.0,7494819.0,1,2495833.0,12153743.0,92.42
225,2012910.0,18.0,7025374.0,9,2490113.0,12152413.0,60.78
226,2012890.0,28.0,7958915.0,10,2497874.0,12151080.0,106.24
227,2013558.0,17.0,7616270.0,10,2493064.0,12154836.0,107.36
228,2013027.0,12.0,8224004.0,5,2490403.0,12153576.0,17.21
229,2013484.0,43.0,7608031.0,9,2495884.0,12154786.0,110.52
230,2013245.0,18.0,7613516.0,7,2493977.0,12152136.0,98.33
231,2013395.0,39.0,8520280.0,3,2499738.0,12152376.0,94.57
232,2013127.0,10.0,7098481.0,1,2495442.0,12154490.0,29.68
233,2013195.0,9.0,8846967.0,10,2492752.0,12152625.0,96.08
234,2013118.0,1.0,8743396.0,4,2497094.0,12153536.0,101.03
235,2012846.0,29.0,8366065.0,1,2492715.0,12151261.0,39.38
236,2013329.0,16.0,8213498.0,1,2499042.0,12152234.0,112.25
237,2012924.0,38.0,8825299.0,5,2493747.0,12150617.0,13.08
238,2012689.0,21.0,7379113.0,10,2495499.0,12151030.0,24.08
239,2013258.0,42.0,7161540.0,9,2490506.0,12150005.0,66.68
240,2012829.0,8.0,7489943.0,8,2494261.0,12150196.0,70.88
241,2013528.0,38.0,8625394.0,3,2498324.0,12154886.0,78.5
242,2013541.0,34.0,7070922.0,5,2498056.0,12151212.0,9.46
243,2013505.0,34.0,8192193.0,6,2492243.0,12153317.0,113.14
244,2013006.0,37.0,9036273.0,10,2492261.0,12154195.0,12.5
245,2012681.0,33.0,8750417.0,5,2498173.0,12152753.0,23.32
246,2013517.0,27.0,8066672.0,7,2499304.0,12150766.0,9.14
247,2013059.0,6.0,7130184.0,3,2490954.0,12153641.0,69.9
248,2013552.0,1.0,8700663.0,0,2494501.0,12153001.0,110.06
249,2013550.0,40.0,8225274.0,6,2493375.0,12153656.0,80.79
250,2013448.0,27.0,7235108.0,2,2498707.0,12153849.0,98.01
251,2012937.0,35.0,7191995.0,5,2490835.0,12154877.0,9.06
252,2013020.0,21.0,8860738.0,1,2492111.0,12152868.0,67.17
253,2013447.0,5.0,8368920.0,8,2497525.0,12151708.0,58.11
254,2012957.0,5.0,8696394.0,0,2490513.0,12153242.0,62.44
255,2012822.0,30.0,8798045.0,5,2494925.0,12150342.0,15.54
256,2013177.0,19.0,8169621.0,5,2494421.0,12154487.0,82.82
257,2013525.0,9.0,8058491.0,4,2493344.0,12150597.0,62.9
258,2013305.0,22.0,7880485.0,4,2493946.0,12151639.0,91.69
259,2013189.0,3.0,7648348.0,0,2495299.0,12154079.0,60.93
260,2012756.0,25.0,7889012.0,9,2491614.0,12152987.0,24.02
261,2013230.0,12.0,8583053.0,4,2495720.0,12151968.0,78.84
262,2013574.0,35.0,8231298.0,1,2498054.0,12152367.0,26.55
263,2012795.0,14.0,8825751.0,6,2497602.0,12154273.0,103.48
264,2013142.0,20.0,7906981.0,2,2491539.0,12151700.0,74.98
265,2013471.0,1.0,8241866.0,3,2491492.0,12154348.0,24.88
266,2013346.0,3.0,8291407.0,2,2492682.0,12150441.0,113.36
267,2013305.0,17.0,8210379.0,2,2493611.0,12153884.0,64.57
268,2013310.0,21.0,8437312.0,3,2494085.0,12154238.0,15.61
269,2012996.0,26.0,7485695.0,4,2496797.0,12150909.0,76.49
270,2012936.0,13.0,8048094.0,0,2490567.0,12152152.0,35.43
271,2013408.0,30.0,7213203.0,3,2490347.0,12150827.0,95.93
272,2013409.0,38.0,7786559.0,10,2493919.0,12153533.0,97.48
273,2013461.0,34.0,7997575.0,7,2496972.0,12152677.0,115.19
274,2013504.0,2.0,8334194.0,9,2491934.0,12153177.0,62.76
275,2013135.0,21.0,8944412.0,6,2496415.0,12150982.0,57.6
276,2013126.0,5.0,8228695.0,8,2492598.0,12151059.0,90.41
277,2013398.0,11.0,8521100.0,4,2498861.0,12150207.0,22.16
278,2013262.0,43.0,8035621.0,9,2498957.0,12151610.0,67.71
279,2013310.0,6.0,8297127.0,3,2492973.0,12152799.0,67.63
280,2013396.0,22.0,7145099.0,7,2492300.0,12154290.0,17.43
281,2013482.0,27.0,7520385.0,8,2494113.0,12153335.0,53.54
282,2012977.0,31.0,7740209.0,6,2492405.0,12152177.0,101.38
283,2013011.0,25.0,7966535.0,6,2496724.0,12154766.0,101.69
284,2012753.0,0.0,7093379.0,4,2498261.0,12153596.0,18.51
285,2013197.0,14.0,7286434.0,3,2496731.0,12154651.0,17.57
286,2012700.0,23.0,7566253.0,9,2498244.0,12152638.0,36.47
287,2013093.0,4.0,8987373.0,0,2493970.0,12151295.0,103.74
288,2013164.0,15.0,7677805.0,9,2491563.0,12150264.0,21.77
289,2012929.0,1.0,7986066.0,9,2497380.0,12153630.0,86.73
290,2013208.0,3.0,7401139.0,6,2493605.0,12150607.0,18.72
291,2012695.0,17.0,8249415.0,0,2496713.0,12151514.0,76.08
292,2012701.0,6.0,7574167.0,0,2492706.0,12152662.0,46.73
293,2013421.0,25.0,7423425.0,4,2490812.0,12152822.0,94.3
294,2012997.0,30.0,8056704.0,8,2499926.0,12153003.0,33.28
295,2012783.0,35.0,7011263.0,5,2491562.0,12150831.0,77.85
296,2013145.0,9.0,7015678.0,2,2499884.0,12151899.0,33.5
297,2013372.0,7.0,7448128.0,2,2499773.0,12153086.0,86.03
298,2012865.0,5.0,7075117.0,6,2497938.0,12154849.0,103.62
299,2013238.0,28.0,7220978.0,5,2496594.0,12153638.0,21.54
300,2012745.0,31.0,7693175.0,8,2495778.0,12154613.0,102.84
301,2012714.0,1.0,8641774.0,5,2498661.0,12153811.0,72.83
302,2013154.0,41.0,8170186.0,4,2492894.0,12152959.0,21.57
303,2013162.0,2.0,8048716.0,9,2494677.0,12150960.0,54.59
304,2013251.0,24.0,7600362.0,6,2496194.0,12153333.0,25.28
305,2013332.0,31.0,8906001.0,0,2494112.0,12153117.0,84.57
306,2013561.0,38.0,7812136.0,6,2494275.0,12153012.0,91.0
307,2013140.0,31.0,7178157.0,2,2493303.0,12152449.0,19.23
308,2012963.0,35.0,8262275.0,8,2495642.0,12152643.0,63.22
309,2013395.0,15.0,7232869.0,5,2498506.0,12151672.0,97.13
310,2012915.0,36.0,7706191.0,8,2492015.0,12152597.0,110.48
311,2013069.0,4.0,8037965.0,4,2499344.0,12150988.0,64.04
312,2012739.0,39.0,8788315.0,6,2496891.0,12154026.0,112.04
313,2012690.0,24.0,8009602.0,3,2498233.0,12150929.0,66.47
314,2013549.0,36.0,8436545.0,6,2495562.0,12150425.0,50.92
315,2013433.0,20.0,9030912.0,0,2497795.0,12152181.0,100.82
316,2013305.0,28.0,7268975.0,6,2490162.0,12153292.0,61.78
317,2013042.0,23.0,7561992.0,7,2498184.0,12152189.0,59.46
318,2012826.0,32.0,7807147.0,4,2490401.0,12151384.0,61.49
319,2012810.0,4.0,7862894.0,1,2498899.0,12152791.0,100.66
320,2012896.0,3.0,7840787.0,4,2499920.0,12151735.0,99.03
321,2013170.0,11.0,8856615.0,5,2492941.0,12154664.0,51.95
322,2013322.0,7.0,8460629.0,1,2492103.0,12154613.0,44.23
323,2013272.0,38.0,8243535.0,5,2497654.0,12152512.0,61.66
324,2012923.0,10.0,7632855.0,5,2492530.0,12151639.0,70.55
325,2013542.0,43.0,8685151.0,0,2498656.0,12153686.0,33.79
326,2013343.0,15.0,8953678.0,0,2491028.0,12150184.0,94.86
327,2013175.0,8.0,8679848.0,10,2491260.0,12152374.0,61.06
328,2013227.0,35.0,7003202.0,9,2499792.0,12151682.0,44.31
329,2013051.0,29.0,8301826.0,2,2496738.0,12154603.0,19.34
330,2012894.0,22.0,7104603.0,9,2498469.0,12150060.0,33.85
331,2012993.0,24.0,7526963.0,9,2493243.0,12152764.0,111.93
332,2013361.0,32.0,7121764.0,2,2496765.0,12153703.0,41.13
333,2012680.0,10.0,8235128.0,3,2495942.0,12152425.0,26.16
334,2012773.0,44.0,8404492.0,1,2496032.0,12150427.0,58.23
335,2012709.0,43.0,7234197.0,8,2496825.0,12154862.0,41.35
336,2012704.0,28.0,7785183.0,9,2495754.0,12152590.0,11.46
337,2013451.0,9.0,7933280.0,10,2494291.0,12153071.0,43.11
338,2013312.0,30.0,7754937.0,6,2492759.0,12151183.0,67.4
339,2013101.0,3.0,7247569.0,6,2497686.0,12152417.0,68.23
340,2012757.0,1.0,7857002.0,5,2492263.0,12152146.0,46.79
341,2013117.0,11.0,8536614.0,2,2496924.0,12150374.0,56.76
342,2013101.0,20.0,7145254.0,5,2492333.0,12150531.0,113.71
343,2012826.0,38.0,7164017.0,7,2496253.0,12154187.0,49.07
344,2013064.0,32.0,7725722.0,7,2497471.0,12151199.0,35.98
345,2013032.0,33.0,8926400.0,10,2492187.0,12150975.0,34.36
346,2013231.0,19.0,8367636.0,8,2490599.0,12152525.0,57.91
347,2013249.0,15.0,8388291.0,0,2491310.0,12153844.0,91.07
348,2012708.0,16.0,7740346.0,0,2496060.0,12150310.0,30.24
349,2013010.0,43.0,8214396.0,2,2498494.0,12152884.0,85.55
350,2013240.0,2.0,7020724.0,2,2490450.0,12150596.0,9.92
351,2013128.0,38.0,8301202.0,9,2497342.0,12150182.0,53.64
352,2013452.0,25.0,8868225.0,7,2493413.0,12150264.0,92.87
353,2013270.0,19.0,8253084.0,9,2494785.0,12154171.0,44.83
354,2012816.0,32.0,8787243.0,0,2499289.0,12150590.0,69.55
355,2012732.0,21.0,8480964.0,1,2493320.0,12150226.0,30.13
356,2013255.0,38.0,7246615.0,1,2494653.0,12152189.0,89.15
357,2012691.0,39.0,8846064.0,2,2490137.0,12154220.0,13.35
358,2013204.0,18.0,7135918.0,5,2490816.0,12151312.0,101.29
359,2013528.0,12.0,8092287.0,0,2492586.0,12152109.0,29.38
360,2013194.0,26.0,7290757.0,1,2490279.0,12150200.0,103.7
361,2013023.0,40.0,7023947.0,0,2496314.0,12152245.0,46.34
362,2013256.0,9.0,7863316.0,4,2494264.0,12152888.0,87.02
363,2013087.0,27.0,7603537.0,6,2495481.0,12152855.0,42.68
364,2013167.0,28.0,7994166.0,7,2491746.0,12151662.0,107.16
365,2013529.0,32.0,8180724.0,9,2492959.0,12151578.0,21.52
366,2013021.0,6.0,7089473.0,0,2496638.0,12150533.0,27.22
367,2013547.0,31.0,7251616.0,6,2499653.0,12151834.0,61.78
368,2013496.0,40.0,8142762.0,4,2490504.0,12150497.0,16.61
369,2012846.0,8.0,7701985.0,9,2498904.0,12153833.0,29.14
370,2012731.0,10.0,8491602.0,0,2495769.0,12154831.0,111.32
371,2012759.0,43.0,8334332.0,2,2495639.0,12154850.0,114.92
372,2012684.0,8.0,8729773.0,6,2495003.0,12154325.0,48.95
373,2012754.0,37.0,8416567.0,9,2490694.0,12153004.0,109.07
374,2013293.0,22.0,7879470.0,0,2490899.0,12153504.0,67.48
375,2012732.0,11.0,8376625.0,6,2496009.0,12151426.0,37.24
376,2012959.0,38.0,7563321.0,4,2493410.0,12153154.0,84.79
377,2013441.0,20.0,7626597.0,0,2499173.0,12152278.0,80.01
378,2012688.0,23.0,8613953.0,0,2494066.0,12152410.0,116.3
379,2013413.0,16.0,7913198.0,0,2491433.0,12153789.0,36.73
380,2012925.0,26.0,8633172.0,10,2497147.0,12151410.0,81.46
381,2012775.0,7.0,8682352.0,8,2492934.0,12151590.0,13.32
382,2013305.0,17.0,8754235.0,10,2495255.0,12154623.0,20.09
383,2013243.0,42.0,8875075.0,2,2496978.0,12150281.0,8.03
384,2013471.0,11.0,7881626.0,4,2499003.0,12152428.0,117.44
385,2013340.0,29.0,7652276.0,10,2497922.0,12154564.0,95.77
