No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude,Y house price of unit area
36,2013407.492,30.5,7714952.33,4,2499315.55,12154137.62,48.85
37,2012946.026,14.9,7233395.02,10,2498209.81,12150002.99,76.48
38,2012756.468,31.7,7309391.42,1,2495666.05,12151539.1,23.66
39,2013293.757,2.9,7460909.66,6,2496570.3,12151205.83,98.05
40,2013070.18,13.8,7513378.91,3,2498983.86,12151167.84,33.43
41,2012778.787,23.6,8740025.31,0,2493995.19,12150340.93,79.29
42,2013120.582,34.6,8148040.7,3,2493267.95,12150935.62,52.13
43,2012698.5,14.0,8070651.59,5,2490108.11,12152777.75,73.11
44,2013499.937,27.4,7234771.89,6,2498265.51,12151456.81,19.41
45,2012904.042,38.8,8759506.92,6,2498009.81,12152086.97,9.46
46,2013273.87,27.0,8478593.28,6,2491044.55,12151884.33,107.56
47,2012952.527,10.2,7138422.81,2,2495768.57,12154379.52,37.23
48,2013143.382,1.1,8447951.72,5,2494639.82,12154526.49,97.68
49,2013167.787,38.1,8111865.04,7,2491187.09,12152464.78,117.43
50,2012836.327,0.9,7167177.86,3,2499805.68,12151650.78,30.84
51,2013555.14,38.3,7937502.54,7,2492146.96,12150534.0,36.74
52,2013377.022,23.2,7991497.63,1,2490672.34,12154767.01,80.45
53,2013527.581,41.1,7339109.39,9,2495948.47,12150301.13,113.7
54,2013486.662,35.0,8934525.8,8,2497388.67,12151488.25,108.25
55,2013214.676,43.7,8738714.72,8,2490324.43,12151490.33,62.87
56,2013511.437,15.4,8368556.11,7,2496587.18,12151602.01,94.98
57,2012748.059,33.6,7945674.57,9,2495322.92,12150821.43,22.52
58,2012846.52,17.6,7842310.06,9,2491032.65,12153915.81,115.02
59,2012708.428,21.0,8331635.23,0,2491725.24,12150612.49,113.58
60,2012965.003,27.5,8115738.7,1,2495679.74,12153174.53,25.59
61,2013023.028,38.3,7127386.24,5,2492963.58,12150619.23,40.51
62,2012915.556,43.1,8048378.49,9,2499383.16,12150352.68,18.61
63,2013426.124,33.7,8649584.08,4,2498187.4,12154547.15,37.46
64,2012993.786,18.3,7939423.85,8,2499835.67,12150950.64,97.27
65,2012924.336,18.5,7106282.69,4,2492596.71,12154106.25,49.18
66,2013164.11,32.3,8608415.4,1,2499697.24,12152723.15,17.31
67,2012796.087,10.5,7411910.96,9,2494312.34,12150389.28,45.21
68,2013401.812,4.8,7529036.33,3,2493475.19,12154777.24,115.45
69,2012735.288,15.5,7336924.3,8,2490503.5,12151234.81,76.8
70,2013570.988,12.6,7675489.92,0,2490527.65,12154298.23,53.34
71,2013374.376,13.0,8548015.42,10,2496920.11,12150844.05,25.9
72,2012849.024,10.2,8062458.83,0,2494579.29,12154269.71,115.98
73,2012672.058,1.8,7419106.36,6,2492265.22,12150066.14,97.81
74,2013413.963,0.8,8795694.47,10,2496139.7,12152558.9,38.53
75,2013314.481,43.3,8799277.92,2,2492528.58,12153847.21,15.3
76,2013334.771,18.7,8780860.45,9,2495776.32,12154673.98,13.82
77,2013373.484,16.8,7488482.96,1,2493592.09,12154546.01,20.83
78,2012734.825,29.8,7923057.91,8,2498235.52,12154098.12,71.43
79,2012995.355,9.6,9014900.75,2,2498206.96,12154440.96,109.67
80,2012773.136,41.6,8579233.35,1,2494773.5,12150996.1,62.19
81,2013457.603,34.4,7055573.84,7,2493508.19,12151420.92,100.24
82,2013237.941,3.9,7133382.9,9,2493625.6,12151444.84,56.6
83,2012970.103,18.3,7949020.81,5,2498057.15,12151885.27,85.47
84,2012725.219,38.5,8859906.31,5,2493281.79,12151966.6,88.03
85,2012951.86,41.4,8101971.63,9,2492090.59,12152722.78,26.72
86,2012964.868,20.5,8018328.25,10,2490846.88,12150799.4,47.3
87,2013335.319,26.9,7215757.63,6,2494666.93,12153456.23,77.64
88,2013251.003,7.3,8343513.32,6,2494821.32,12150837.83,15.37
89,2013479.687,43.4,8681699.16,10,2498409.09,12151551.54,47.33
90,2013099.549,10.1,7778189.45,5,2492212.39,12152516.73,66.37
91,2012776.548,41.3,8586596.26,3,2493809.91,12153982.2,117.09
92,2013320.332,28.5,8972939.23,10,2498084.06,12153697.35,59.75
93,2013363.879,26.6,7416825.89,8,2498236.24,12153227.67,97.28
94,2013181.13,22.5,8070526.23,5,2493846.11,12150778.87,55.08
95,2013373.206,10.1,7587371.13,3,2494591.24,12152735.23,95.12
96,2013119.317,7.7,8621867.76,2,2493032.86,12150437.23,73.04
97,2013145.823,9.7,8181528.45,3,2499325.55,12151886.82,105.04
98,2013058.628,8.2,8298105.6,2,2491186.44,12152067.58,52.76
99,2012690.284,34.1,8632217.99,1,2499337.49,12150199.06,74.01
100,2012765.829,15.3,7809999.57,4,2496838.66,12151369.94,76.84
101,2012695.789,2.5,8871913.73,1,2495315.72,12154778.25,53.47
102,2013249.952,42.4,8090367.05,5,2490326.59,12154768.16,23.46
103,2012954.95,38.7,7323113.33,2,2494755.96,12151761.64,17.88
104,2013132.851,40.6,8423535.41,5,2494077.48,12150215.5,9.43
105,2013498.331,43.6,8622700.18,10,2491612.19,12150895.47,103.6
106,2012895.352,7.6,7647969.59,9,2496564.1,12151961.09,33.59
107,2013042.911,17.4,8753451.03,8,2499711.51,12154738.9,30.84
108,2013359.085,33.2,8853612.08,0,2495621.89,12150706.0,88.49
109,2012876.579,30.5,7566437.48,5,2497147.53,12153817.58,42.77
110,2012737.514,6.7,9011897.43,8,2490684.5,12150543.41,63.21
111,2012932.412,35.7,7287840.35,10,2494176.67,12154906.29,25.46
112,2012814.679,9.8,7413244.46,3,2491163.58,12151908.08,113.08
113,2013518.603,9.8,7376851.44,10,2496127.96,12153876.17,101.19
114,2013407.238,23.5,8828750.71,1,2499384.82,12151712.96,102.53
115,2013247.198,26.0,8338424.77,3,2496617.78,12153138.34,52.3
116,2013465.258,25.4,7311145.43,0,2490768.03,12150960.08,91.38
117,2013403.164,4.0,7900728.23,2,2493546.66,12150730.11,23.41
118,2012837.898,38.4,8258657.33,9,2495506.63,12154690.32,8.55
119,2013484.584,11.6,7170734.63,8,2494032.08,12154588.24,9.8
120,2013161.037,5.7,8805076.22,9,2498336.44,12154437.34,72.07
121,2013406.615,38.9,8643856.21,4,2498146.71,12153127.17,57.65
122,2013487.82,41.9,8033454.01,10,2496118.31,12154041.34,64.53
123,2012958.291,37.8,8978360.01,5,2493734.58,12150345.18,8.42
124,2012767.808,35.5,7854574.37,2,2492553.36,12151673.95,54.05
125,2012875.789,28.7,9013101.97,4,2491058.74,12151568.52,86.52
126,2013058.231,24.1,8366301.16,10,2493548.98,12153178.23,56.25
127,2013416.302,3.8,8298287.36,7,2494131.73,12151779.79,88.07
128,2013455.429,17.9,7339478.33,5,2496758.23,12150742.53,33.21
129,2012673.368,16.3,8804076.71,3,2496581.6,12152982.34,96.96
130,2013134.845,11.4,7874475.47,1,2490701.08,12154071.92,72.27
131,2013049.348,31.7,7331865.63,8,2493952.59,12151910.62,30.76
132,2012870.451,21.7,7025790.02,0,2491817.79,12150661.34,33.62
133,2012776.797,3.5,8145039.58,0,2491568.13,12150983.44,76.62
134,2012976.255,9.6,8078851.83,3,2498273.02,12151187.42,98.81
135,2013530.705,29.9,8471514.09,6,2490419.15,12151499.49,53.28
136,2012963.054,3.3,8821117.21,0,2494191.83,12153213.98,35.99
137,2013142.212,37.3,7162434.59,8,2491682.04,12153004.73,102.88
138,2013310.965,21.7,8496353.61,3,2498793.3,12153480.4,81.15
139,2013000.085,21.0,7383371.0,2,2495570.41,12151812.51,56.84
140,2013557.152,25.9,8755492.13,0,2492313.81,12154119.99,61.22
141,2013548.602,36.1,8675481.24,9,2495024.27,12151020.44,30.05
142,2012897.633,15.2,8106250.95,3,2497314.86,12152345.2,76.49
143,2013122.48,29.7,8452876.93,8,2499581.18,12154004.69,47.03
144,2012942.605,24.8,7643036.48,9,2492204.46,12150900.79,117.02
145,2012927.914,11.7,7963823.88,5,2498861.82,12150549.32,60.37
146,2012700.788,38.5,8680745.37,5,2499343.04,12154418.42,61.0
147,2013225.361,34.9,7939475.64,0,2499164.21,12151714.65,69.79
148,2013127.454,28.8,7731914.28,9,2496354.14,12153419.35,108.35
149,2012714.155,37.3,8010963.95,1,2496298.21,12150126.74,95.61
150,2012922.24,38.0,8694271.64,10,2494032.11,12153450.23,57.18
151,2013498.972,31.0,7685703.59,5,2497523.98,12151580.51,86.59
152,2012886.439,36.7,7355447.76,1,2495312.94,12150278.7,72.03
153,2012799.724,30.5,8456500.15,2,2496774.38,12153049.06,61.71
154,2013115.339,29.8,8689625.99,3,2494284.58,12151204.02,28.74
155,2013569.856,27.1,7205864.63,10,2497314.96,12151934.04,58.59
156,2012888.723,33.0,7490687.92,4,2498244.72,12150402.9,34.62
157,2013282.676,6.9,7290418.75,8,2491464.36,12150735.82,108.14
158,2013364.644,38.6,7711751.04,3,2498329.3,12151489.89,44.46
159,2012884.676,38.2,7921240.66,10,2495402.97,12150448.8,112.25
160,2013334.046,1.3,8531803.65,8,2498446.66,12154554.13,66.18
161,2013003.889,36.2,8331991.41,10,2494313.02,12150030.24,77.01
162,2013246.192,5.6,8270175.2,9,2493790.4,12152419.3,67.27
163,2013247.313,14.7,7720820.31,2,2499150.61,12150616.24,21.82
164,2013157.77,32.6,8721270.16,7,2492511.69,12151538.4,48.9
165,2012749.705,7.0,7964067.86,0,2498442.12,12154630.3,18.5
166,2013432.137,35.8,9002862.94,10,2494840.21,12150808.47,76.06
167,2012960.835,36.4,8297204.96,8,2495140.95,12154829.16,56.71
168,2012837.851,22.2,7258287.91,8,2493084.68,12151028.97,93.1
169,2012704.35,0.3,8383192.88,9,2495730.42,12153707.83,31.83
170,2013208.258,12.6,7665034.72,1,2493252.11,12152733.39,25.69
171,2013287.649,27.0,8403955.03,3,2490392.69,12154422.39,52.26
172,2012682.194,43.0,7142458.35,7,2492719.99,12152769.97,109.43
173,2013136.077,27.7,7357738.52,6,2490063.79,12152672.8,85.68
174,2012874.47,11.4,8750501.27,0,2499783.55,12150977.29,53.64
175,2013257.978,27.8,7464719.86,4,2499657.47,12150831.15,64.45
176,2012826.72,23.7,8712256.35,6,2493951.55,12154582.45,16.86
177,2013299.899,34.2,7571288.84,3,2497283.71,12151639.19,115.8
178,2013021.25,4.7,8315083.09,0,2493458.06,12151860.41,80.84
179,2013525.045,33.3,8419958.58,8,2496710.93,12153799.12,38.97
180,2012792.969,23.7,8048689.64,4,2498054.3,12151694.12,71.98
181,2012979.417,42.2,7624545.35,10,2499467.56,12154760.31,19.63
182,2012770.942,15.0,7434986.61,1,2494002.12,12153689.64,113.75
183,2013514.019,27.7,7067892.34,7,2497832.98,12152987.15,26.81
184,2013470.643,40.8,7621754.58,10,2492659.28,12154404.48,78.82
185,2012903.275,4.5,8336113.72,1,2499903.32,12150248.03,34.58
186,2013271.545,41.1,8919401.97,2,2490257.7,12151285.31,86.46
187,2013415.576,30.1,8782141.12,9,2496035.29,12152325.18,92.97
188,2013175.564,3.0,8567066.7,0,2496595.06,12151134.89,81.61
189,2013152.16,13.2,8612852.62,10,2496880.46,12153719.53,75.13
190,2012888.537,31.0,8360297.11,1,2491203.88,12154596.04,105.68
191,2012752.282,2.9,7532444.36,6,2499385.3,12152118.85,16.24
192,2013488.85,25.5,8855763.6,9,2491811.83,12151710.66,43.97
193,2013491.783,15.1,8372054.04,1,2496227.53,12154807.75,34.89
194,2013246.921,27.2,8146440.72,5,2492226.76,12152224.26,116.18
195,2012977.551,2.0,7227040.72,2,2493072.16,12152445.24,50.39
196,2012986.876,38.2,7914499.5,3,2495464.59,12151758.25,88.11
197,2013331.975,42.6,7941711.64,10,2494171.93,12154547.74,82.85
198,2013488.753,42.4,8768556.51,7,2491602.26,12152844.78,30.91
199,2013479.571,32.8,8118226.88,2,2491709.36,12153810.87,33.87
200,2013381.366,5.7,7778149.65,9,2494181.45,12154059.03,38.51
201,2013255.101,33.2,8998148.61,5,2497572.83,12151709.25,52.78
202,2012744.072,1.1,7226490.71,0,2498979.65,12152168.47,33.35
203,2012815.052,1.0,7864367.6,6,2490841.28,12154242.36,9.76
204,2013490.076,14.2,7085965.93,7,2493931.04,12151816.28,104.25
205,2013222.489,21.4,8513552.31,10,2491002.46,12153969.68,113.72
206,2012675.424,33.7,8878022.9,7,2490165.92,12154704.96,45.14
207,2012759.948,29.9,7572846.04,2,2496617.19,12153116.05,44.8
208,2013274.768,19.5,8755828.88,9,2496024.49,12153708.14,8.38
209,2012671.636,12.0,7597763.37,0,2491630.19,12154025.49,82.36
210,2012814.3,43.7,8863076.91,8,2492338.13,12154225.2,98.32
211,2013169.64,18.7,8542308.99,5,2490237.08,12151975.27,23.71
212,2013300.776,19.8,8646522.13,10,2498349.47,12150256.32,25.15
213,2013264.197,7.2,7036834.32,8,2499746.91,12152009.38,94.43
214,2012872.431,34.8,8969530.64,6,2491354.6,12153368.78,75.33
215,2013319.356,30.4,8486482.54,0,2492314.75,12152251.75,12.53
216,2012884.32,9.7,7623400.67,0,2498684.1,12153744.82,76.02
217,2012965.066,3.6,8696614.7,5,2499264.64,12151784.91,41.55
218,2013350.786,29.8,7575881.45,4,2494196.27,12153173.72,48.12
219,2013262.064,28.7,8785310.49,8,2490506.22,12150932.1,92.19
220,2013444.889,12.0,7230295.12,1,2490393.92,12153746.85,96.72
221,2013269.373,41.6,8439464.26,7,2495739.5,12152728.48,51.6
222,2013187.571,6.6,8106056.05,10,2493928.95,12151020.32,111.69
223,2012752.806,18.9,7197471.49,4,2490286.52,12151459.56,52.27
224,2013003.828,41.3,7494819.47,1,2495832.52,12153743.04,92.42
225,2012909.925,18.4,7025373.77,9,2490113.03,12152413.01,60.78
226,2012890.495,28.0,7958914.56,10,2497873.72,12151080.16,106.24
227,2013558.278,17.4,7616270.03,10,2493064.33,12154836.36,107.36
228,2013027.078,12.0,8224003.66,5,2490402.58,12153575.63,17.21
229,2013484.115,43.1,7608031.44,9,2495883.52,12154785.67,110.52
230,2013245.123,17.9,7613516.33,7,2493976.84,12152135.53,98.33
231,2013395.047,39.2,8520280.47,3,2499738.0,12152375.5,94.57
232,2013127.416,10.1,7098481.27,1,2495441.99,12154489.78,29.68
233,2013195.444,9.3,8846967.42,10,2492752.39,12152625.25,96.08
234,2013118.146,1.4,8743396.1,4,2497094.39,12153536.39,101.03
235,2012845.843,28.5,8366065.27,1,2492714.92,12151260.86,39.38
236,2013328.766,16.1,8213497.6,1,2499042.43,12152233.63,112.25
237,2012924.187,37.9,8825299.34,5,2493747.22,12150617.25,13.08
238,2012689.273,20.7,7379112.53,10,2495498.69,12151029.9,24.08
239,2013258.253,42.4,7161539.79,9,2490505.73,12150004.72,66.68
240,2012829.233,8.1,7489943.44,8,2494261.21,12150196.33,70.88
241,2013528.46,38.0,8625394.09,3,2498323.64,12154886.42,78.5
242,2013540.799,34.0,7070921.71,5,2498056.49,12151211.77,9.46
243,2013505.016,33.8,8192193.16,6,2492243.19,12153316.55,113.14
244,2013006.065,37.0,9036272.96,10,2492260.79,12154195.5,12.5
245,2012681.158,33.3,8750417.06,5,2498173.05,12152753.3,23.32
246,2013517.34,27.4,8066672.43,7,2499303.98,12150765.72,9.14
247,2013059.217,5.7,7130184.23,3,2490953.61,12153640.58,69.9
248,2013552.456,1.4,8700662.65,0,2494500.59,12153001.26,110.06
249,2013549.676,40.3,8225274.03,6,2493374.54,12153656.25,80.79
250,2013448.357,27.0,7235107.63,2,2498706.88,12153848.73,98.01
251,2012936.715,34.9,7191995.02,5,2490835.25,12154877.05,9.06
252,2013019.75,21.1,8860738.08,1,2492111.26,12152867.82,67.17
253,2013446.641,5.1,8368920.07,8,2497524.68,12151708.21,58.11
254,2012957.301,5.5,8696394.05,0,2490512.94,12153242.32,62.44
255,2012822.255,30.0,8798044.51,5,2494925.35,12150342.2,15.54
256,2013177.03,18.8,8169620.95,5,2494421.07,12154486.99,82.82
257,2013524.518,8.8,8058491.36,4,2493344.01,12150596.91,62.9
258,2013304.563,21.5,7880484.89,4,2493945.72,12151639.21,91.69
259,2013189.176,2.8,7648347.84,0,2495299.41,12154078.73,60.93
260,2012756.014,25.5,7889012.11,9,2491613.67,12152986.56,24.02
261,2013230.347,11.8,8583052.87,4,2495719.96,12151968.18,78.84
262,2013573.889,34.9,8231298.18,1,2498054.32,12152367.18,26.55
263,2012795.317,13.6,8825751.0,6,2497601.61,12154272.74,103.48
264,2013141.79,19.9,7906980.82,2,2491539.0,12151700.02,74.98
265,2013470.674,0.5,8241866.08,3,2491492.49,12154348.25,24.88
266,2013345.544,3.2,8291406.52,2,2492681.74,12150440.67,113.36
267,2013305.466,17.2,8210379.27,2,2493610.75,12153883.99,64.57
268,2013310.475,21.0,8437311.86,3,2494084.56,12154237.74,15.61
269,2012996.294,26.3,7485695.33,4,2496796.97,12150909.09,76.49
270,2012935.93,12.8,8048094.42,0,2490566.8,12152151.73,35.43
271,2013408.375,30.4,7213202.88,3,2490346.73,12150827.5,95.93
272,2013409.064,37.7,7786558.68,10,2493919.11,12153533.02,97.48
273,2013461.238,34.2,7997574.68,7,2496971.64,12152676.74,115.19
274,2013503.528,1.7,8334193.86,9,2491934.35,12153176.62,62.76
275,2013135.39,21.0,8944412.02,6,2496415.04,12150982.43,57.6
276,2013126.389,4.6,8228695.43,8,2492598.28,12151058.73,90.41
277,2013398.238,10.6,8521100.18,4,2498860.86,12150207.49,22.16
278,2013262.367,43.2,8035620.89,9,2498956.9,12151610.34,67.71
279,2013310.002,6.2,8297127.01,3,2492972.87,12152798.72,67.63
280,2013395.946,21.9,7145099.37,7,2492299.94,12154289.67,17.43
281,2013482.245,27.1,7520384.94,8,2494113.04,12153334.64,53.54
282,2012976.604,30.8,7740208.86,6,2492405.32,12152176.98,101.38
283,2013011.034,24.5,7966535.24,6,2496723.84,12154765.6,101.69
284,2012753.087,0.4,7093379.35,4,2498260.65,12153596.23,18.51
285,2013196.705,14.3,7286434.13,3,2496730.92,12154650.83,17.57
286,2012699.923,22.7,7566253.01,9,2498243.5,12152637.94,36.47
287,2013093.488,3.8,8987373.1,0,2493969.92,12151294.52,103.74
288,2013164.062,15.4,7677805.43,9,2491563.17,12150264.13,21.77
289,2012929.472,1.5,7986066.08,9,2497379.51,12153630.42,86.73
290,2013208.203,3.4,7401138.66,6,2493604.75,12150606.51,18.72
291,2012694.938,17.4,8249415.38,0,2496712.71,12151513.88,76.08
292,2012701.211,5.8,7574167.27,0,2492706.44,12152662.35,46.73
293,2013420.502,24.9,7423425.26,4,2490812.3,12152822.08,94.3
294,2012996.935,30.2,8056704.07,8,2499925.82,12153002.92,33.28
295,2012783.387,35.1,7011262.7,5,2491562.02,12150831.28,77.85
296,2013145.375,8.8,7015677.59,2,2499884.21,12151898.69,33.5
297,2013372.314,7.3,7448128.47,2,2499772.8,12153085.97,86.03
298,2012864.692,4.6,7075117.44,6,2497938.18,12154849.09,103.62
299,2013237.568,27.9,7220978.13,5,2496594.23,12153638.16,21.54
300,2012745.178,30.9,7693175.38,8,2495778.07,12154613.02,102.84
301,2012714.34,1.4,8641774.08,5,2498661.02,12153811.06,72.83
302,2013153.721,41.0,8170186.14,4,2492894.4,12152958.58,21.57
303,2013162.222,2.3,8048716.18,9,2494676.81,12150960.12,54.59
304,2013250.886,23.7,7600362.5,6,2496193.9,12153333.43,25.28
305,2013332.1,31.1,8906001.0,0,2494111.9,12153116.9,84.57
306,2013560.881,38.1,7812136.35,6,2494274.86,12153012.35,91.0
307,2013139.931,31.3,7178157.49,2,2493302.85,12152448.93,19.23
308,2012962.828,35.1,8262274.97,8,2495642.32,12152643.28,63.22
309,2013395.391,14.9,7232868.5,5,2498505.75,12151672.21,97.13
310,2012915.082,35.7,7706190.53,8,2492015.28,12152596.56,110.48
311,2013069.098,3.5,8037964.91,4,2499344.33,12150987.78,64.04
312,2012738.866,39.2,8788314.84,6,2496890.88,12154025.87,112.04
313,2012690.221,24.0,8009601.85,3,2498232.73,12150928.88,66.47
314,2013548.786,35.8,8436544.75,6,2495561.91,12150424.83,50.92
315,2013432.758,19.8,9030912.08,0,2497795.17,12152181.23,100.82
316,2013304.512,28.2,7268974.93,6,2490162.0,12153291.54,61.78
317,2013041.601,23.1,7561992.46,7,2498183.8,12152188.58,59.46
318,2012825.738,32.0,7807147.19,4,2490401.39,12151383.77,61.49
319,2012810.296,3.6,7862894.25,1,2498899.13,12152790.86,100.66
320,2012896.222,2.6,7840787.18,4,2499919.63,12151735.01,99.03
321,2013170.092,10.8,8856614.51,5,2492940.67,12154664.34,51.95
322,2013321.57,7.0,8460629.46,1,2492103.19,12154613.23,44.23
323,2013271.741,38.2,8243534.55,5,2497653.63,12152511.86,61.66
324,2012923.419,9.6,7632854.69,5,2492530.26,12151639.42,70.55
325,2013541.657,42.7,8685150.55,0,2498655.62,12153685.66,33.79
326,2013342.914,14.8,8953677.51,0,2491028.43,12150183.56,94.86
327,2013174.788,8.0,8679848.13,10,2491259.55,12152373.85,61.06
328,2013227.336,34.6,7003201.59,9,2499791.52,12151681.62,44.31
329,2013051.354,28.9,8301826.46,2,2496738.39,12154602.68,19.34
330,2012893.922,21.8,7104602.84,9,2498468.87,12150060.02,33.85
331,2012993.071,24.3,7526962.88,9,2493243.29,12152764.07,111.93
332,2013361.187,31.5,7121764.08,2,2496764.84,12153703.32,41.13
333,2012680.184,10.0,8235127.6,3,2495942.42,12152425.09,26.16
334,2012773.323,43.6,8404492.45,1,2496031.5,12150427.02,58.23
335,2012709.138,42.7,7234196.6,8,2496825.32,12154862.31,41.35
336,2012704.308,28.5,7785183.12,9,2495753.59,12152590.05,11.46
337,2013450.602,8.7,7933280.14,10,2494290.62,12153070.93,43.11
338,2013311.551,29.8,7754937.08,6,2492759.23,12151183.05,67.4
339,2013101.343,3.2,7247569.47,6,2497685.81,12152417.49,68.23
340,2012756.616,1.3,7857002.11,5,2492262.72,12152145.75,46.79
341,2013117.32,11.3,8536614.32,2,2496923.54,12150374.48,56.76
342,2013100.7,20.3,7145253.7,5,2492333.33,12150530.8,113.71
343,2012825.653,38.0,7164016.72,7,2496253.3,12154187.36,49.07
344,2013064.408,31.9,7725722.28,7,2497470.78,12151199.1,35.98
345,2013032.03,32.5,8926399.77,10,2492187.14,12150974.79,34.36
346,2013231.119,18.6,8367636.22,8,2490599.43,12152524.56,57.91
347,2013248.746,15.2,8388291.34,0,2491309.74,12153843.74,91.07
348,2012708.498,16.3,7740345.7,0,2496059.97,12150309.73,30.24
349,2013010.145,43.3,8214396.08,2,2498494.46,12152884.04,85.55
350,2013240.288,1.8,7020724.41,2,2490449.97,12150596.05,9.92
351,2013127.873,38.0,8301201.89,9,2497341.51,12150182.31,53.64
352,2013451.545,25.3,8868225.26,7,2493413.19,12150263.72,92.87
353,2013270.363,19.2,8253083.96,9,2494785.28,12154170.82,44.83
354,2012816.248,31.8,8787243.08,0,2499288.6,12150589.86,69.55
355,2012731.641,21.3,8480963.63,1,2493319.72,12150225.76,30.13
356,2013255.456,38.3,7246615.02,1,2494653.37,12152189.5,89.15
357,2012691.284,39.5,8846063.9,2,2490136.82,12154219.97,13.35
358,2013203.57,18.5,7135917.93,5,2490815.99,12151312.04,101.29
359,2013528.251,12.1,8092287.07,0,2492585.92,12152108.56,29.38
360,2013194.134,25.9,7290756.55,1,2490278.52,12150199.61,103.7
361,2013022.564,40.0,7023947.11,0,2496313.75,12152245.39,46.34
362,2013256.252,9.2,7863315.81,4,2494263.98,12152888.07,87.02
363,2013086.76,27.3,7603537.04,6,2495481.45,12152854.54,42.68
364,2013166.785,27.7,7994165.53,7,2491746.47,12151662.13,107.16
365,2013529.382,32.1,8180723.55,9,2492959.32,12151577.67,21.52
366,2013020.67,5.8,7089472.91,0,2496638.24,12150533.12,27.22
367,2013547.451,31.4,7251616.28,6,2499653.03,12151833.99,61.78
368,2013496.301,39.8,8142762.24,4,2490504.17,12150497.47,16.61
369,2012846.345,7.9,7701985.2,9,2498903.84,12153832.98,29.14
370,2012730.535,10.4,8491601.66,0,2495768.81,12154831.37,111.32
371,2012759.313,42.5,8334331.71,2,2495639.2,12154850.37,114.92
372,2012683.691,7.9,8729773.36,6,2495002.79,12154325.36,48.95
373,2012753.51,37.4,8416567.48,9,2490693.94,12153003.96,109.07
374,2013292.634,21.6,7879469.59,0,2490898.77,12153504.33,67.48
375,2012732.209,10.8,8376624.56,6,2496009.12,12151426.03,37.24
376,2012959.182,38.1,7563321.38,4,2493409.59,12153153.85,84.79
377,2013440.906,19.5,7626596.73,0,2499172.68,12152278.25,80.01
378,2012688.317,22.5,8613952.78,0,2494065.91,12152410.09,116.3
379,2013413.053,15.7,7913198.44,0,2491432.81,12153788.88,36.73
380,2012925.179,26.0,8633171.61,10,2497147.19,12151409.59,81.46
381,2012775.239,7.2,8682352.14,8,2492933.53,12151590.2,13.32
382,2013305.211,17.1,8754234.66,10,2495254.7,12154623.21,20.09
383,2013243.112,42.5,8875074.54,2,2496978.33,12150281.12,8.03
384,2013470.764,11.3,7881625.95,4,2499002.64,12152428.17,117.44
385,2013340.325,28.8,7652275.88,10,2497921.91,12154564.0,95.77
